job_evaluation_criterion_pk,solicitation_id,criterion_name,criterion_stars
936,65a18cc65d400dfadfa53d53,Conduta Ética,5.0
937,65a18cc65d400dfadfa53d53,Organização,5.0
938,65a18cc65d400dfadfa53d53,Pontualidade,5.0
939,65a18cc65d400dfadfa53d53,Disciplina e educação,5.0
940,64e13a2fb6dd78001b5cd291,Qualidade da limpeza,5.0
941,64e13a2fb6dd78001b5cd291,Conduta Ética,5.0
942,64e13a2fb6dd78001b5cd291,Organização,5.0
943,64e13a2fb6dd78001b5cd291,Pontualidade,5.0
944,64e13a2fb6dd78001b5cd291,Disciplina e educação,5.0
945,61c9c8a9565c6f001d247e27,Qualidade da limpeza,5.0
946,61c9c8a9565c6f001d247e27,Conduta Ética,5.0
947,61c9c8a9565c6f001d247e27,Organização,5.0
948,61c9c8a9565c6f001d247e27,Pontualidade,5.0
949,61c9c8a9565c6f001d247e27,Disciplina e educação,5.0
950,65351997413835001b493a7e,Qualidade da limpeza,5.0
951,65351997413835001b493a7e,Conduta Ética,5.0
952,65351997413835001b493a7e,Organização,5.0
953,65351997413835001b493a7e,Pontualidade,5.0
954,65351997413835001b493a7e,Disciplina e educação,5.0
955,652c8fe71ae8fe2fb84b7405,Qualidade da limpeza,5.0
956,652c8fe71ae8fe2fb84b7405,Conduta Ética,5.0
957,652c8fe71ae8fe2fb84b7405,Organização,5.0
958,652c8fe71ae8fe2fb84b7405,Pontualidade,5.0
959,652c8fe71ae8fe2fb84b7405,Disciplina e educação,5.0
960,65098b7527e2a675fa0f1404,Qualidade da limpeza,5.0
961,65098b7527e2a675fa0f1404,Conduta Ética,5.0
962,65098b7527e2a675fa0f1404,Organização,5.0
963,65098b7527e2a675fa0f1404,Pontualidade,5.0
964,65098b7527e2a675fa0f1404,Disciplina e educação,5.0
965,6463a1bcc3de6d79e1140ec0,Qualidade da limpeza,5.0
966,6463a1bcc3de6d79e1140ec0,Conduta Ética,5.0
967,6463a1bcc3de6d79e1140ec0,Organização,5.0
968,6463a1bcc3de6d79e1140ec0,Pontualidade,5.0
969,6463a1bcc3de6d79e1140ec0,Disciplina e educação,5.0
970,63eba35f78dbb1001b807a49,Qualidade da limpeza,5.0
971,63eba35f78dbb1001b807a49,Conduta Ética,5.0
972,63eba35f78dbb1001b807a49,Organização,5.0
973,63eba35f78dbb1001b807a49,Pontualidade,5.0
974,63eba35f78dbb1001b807a49,Disciplina e educação,5.0
975,638b5c52358ed8001d76b272,Qualidade da limpeza,5.0
976,638b5c52358ed8001d76b272,Conduta Ética,5.0
977,638b5c52358ed8001d76b272,Organização,5.0
978,638b5c52358ed8001d76b272,Pontualidade,5.0
979,638b5c52358ed8001d76b272,Disciplina e educação,5.0
980,63717886ae0f5c001dce1c62,Respeito e educação,5.0
981,63717886ae0f5c001dce1c62,Valorização,5.0
982,63717886ae0f5c001dce1c62,Não atrapalhou no serviço,5.0
983,63717886ae0f5c001dce1c62,Na casa tinha produtos,5.0
984,63717886ae0f5c001dce1c62,Conduta ética,5.0
985,6321fdec0deb10001d016e97,Qualidade da limpeza,5.0
986,6321fdec0deb10001d016e97,Conduta Ética,5.0
987,6321fdec0deb10001d016e97,Organização,5.0
988,6321fdec0deb10001d016e97,Pontualidade,5.0
989,6321fdec0deb10001d016e97,Disciplina e educação,5.0
990,630f87f0ac45ee00bd145e48,Qualidade da limpeza,5.0
991,630f87f0ac45ee00bd145e48,Conduta Ética,5.0
992,630f87f0ac45ee00bd145e48,Organização,5.0
993,630f87f0ac45ee00bd145e48,Pontualidade,5.0
994,630f87f0ac45ee00bd145e48,Disciplina e educação,5.0
995,62fd64b3a3af78001d3c4835,Qualidade da limpeza,5.0
996,62fd64b3a3af78001d3c4835,Conduta Ética,5.0
997,62fd64b3a3af78001d3c4835,Organização,5.0
998,62fd64b3a3af78001d3c4835,Pontualidade,5.0
999,62fd64b3a3af78001d3c4835,Disciplina e educação,5.0
1000,62b74f6551a416001d7a7e0e,Qualidade da limpeza,5.0
1001,62b74f6551a416001d7a7e0e,Conduta Ética,5.0
1002,62b74f6551a416001d7a7e0e,Organização,5.0
1003,62b74f6551a416001d7a7e0e,Pontualidade,5.0
1004,62b74f6551a416001d7a7e0e,Disciplina e educação,5.0
1005,627c1c3ab05e64001d9cdc43,Respeito e educação,5.0
1006,627c1c3ab05e64001d9cdc43,Valorização,5.0
1007,627c1c3ab05e64001d9cdc43,Não atrapalhou no serviço,5.0
1008,627c1c3ab05e64001d9cdc43,Na casa tinha produtos,5.0
1009,627c1c3ab05e64001d9cdc43,Conduta ética,5.0
1010,617e93d7f6f2e10750937ee3,Qualidade da limpeza,5.0
1011,617e93d7f6f2e10750937ee3,Conduta Ética,5.0
1012,617e93d7f6f2e10750937ee3,Organização,5.0
1013,617e93d7f6f2e10750937ee3,Pontualidade,5.0
1014,617e93d7f6f2e10750937ee3,Disciplina e educação,5.0
1015,6133631b17e472001d7681a9,Qualidade da limpeza,5.0
1016,6133631b17e472001d7681a9,Conduta Ética,5.0
1017,6133631b17e472001d7681a9,Organização,5.0
1018,6133631b17e472001d7681a9,Pontualidade,5.0
1019,6133631b17e472001d7681a9,Disciplina e educação,5.0
1020,60f82010d31e10001c3617e2,Qualidade da limpeza,5.0
1021,60f82010d31e10001c3617e2,Conduta Ética,5.0
1022,60f82010d31e10001c3617e2,Organização,5.0
1023,60f82010d31e10001c3617e2,Pontualidade,5.0
1024,60f82010d31e10001c3617e2,Disciplina e educação,5.0
1025,61e9cb4919830d033a4dc4b7,Qualidade da limpeza,5.0
1026,61e9cb4919830d033a4dc4b7,Conduta Ética,5.0
1027,61e9cb4919830d033a4dc4b7,Organização,5.0
1028,61e9cb4919830d033a4dc4b7,Pontualidade,5.0
1029,61e9cb4919830d033a4dc4b7,Disciplina e educação,5.0
1030,611d1132c00c09001d6f3eb6,Qualidade da limpeza,5.0
1031,611d1132c00c09001d6f3eb6,Conduta Ética,5.0
1032,611d1132c00c09001d6f3eb6,Organização,5.0
1033,611d1132c00c09001d6f3eb6,Pontualidade,5.0
1034,611d1132c00c09001d6f3eb6,Disciplina e educação,5.0
1035,61e89996fbe99b001d09ae46,Qualidade da limpeza,5.0
1036,61e89996fbe99b001d09ae46,Conduta Ética,5.0
1037,61e89996fbe99b001d09ae46,Organização,5.0
1038,61e89996fbe99b001d09ae46,Pontualidade,5.0
1039,61e89996fbe99b001d09ae46,Disciplina e educação,5.0
1040,61f51df11f604b013fb8f11c,Qualidade da limpeza,5.0
1041,61f51df11f604b013fb8f11c,Conduta Ética,5.0
1042,61f51df11f604b013fb8f11c,Organização,5.0
1043,61f51df11f604b013fb8f11c,Pontualidade,5.0
1044,61f51df11f604b013fb8f11c,Disciplina e educação,5.0
1045,60fe176ab57f5d001c127fe6,Qualidade da limpeza,5.0
1046,60fe176ab57f5d001c127fe6,Conduta Ética,5.0
1047,60fe176ab57f5d001c127fe6,Organização,5.0
1048,60fe176ab57f5d001c127fe6,Pontualidade,5.0
1049,60fe176ab57f5d001c127fe6,Disciplina e educação,5.0
1050,612d6f445eeaf3001d0dba18,Qualidade da limpeza,5.0
1051,612d6f445eeaf3001d0dba18,Conduta Ética,5.0
1052,612d6f445eeaf3001d0dba18,Organização,5.0
1053,612d6f445eeaf3001d0dba18,Pontualidade,5.0
1054,612d6f445eeaf3001d0dba18,Disciplina e educação,5.0
1055,642816ec02320f5e52e24714,Respeito e educação,5.0
1056,642816ec02320f5e52e24714,Valorização,5.0
1057,642816ec02320f5e52e24714,Não atrapalhou no serviço,5.0
1058,642816ec02320f5e52e24714,Na casa tinha produtos,5.0
1059,642816ec02320f5e52e24714,Conduta ética,5.0
1060,61486aa9646beb001d7e85d6,Qualidade da limpeza,5.0
1061,61486aa9646beb001d7e85d6,Conduta Ética,5.0
1062,61486aa9646beb001d7e85d6,Organização,5.0
1063,61486aa9646beb001d7e85d6,Pontualidade,5.0
1064,61486aa9646beb001d7e85d6,Disciplina e educação,5.0
1065,61ee8b763091a7001d2f183e,Qualidade da limpeza,5.0
1066,61ee8b763091a7001d2f183e,Conduta Ética,5.0
1067,61ee8b763091a7001d2f183e,Organização,5.0
1068,61ee8b763091a7001d2f183e,Pontualidade,5.0
1069,61ee8b763091a7001d2f183e,Disciplina e educação,5.0
1070,6182f95d4cbe77001de1c70f,Qualidade da limpeza,5.0
1071,6182f95d4cbe77001de1c70f,Conduta Ética,5.0
1072,6182f95d4cbe77001de1c70f,Organização,5.0
1073,6182f95d4cbe77001de1c70f,Pontualidade,5.0
1074,6182f95d4cbe77001de1c70f,Disciplina e educação,5.0
1075,611433fe484814001ca66511,Qualidade da limpeza,5.0
1076,611433fe484814001ca66511,Conduta Ética,5.0
1077,611433fe484814001ca66511,Organização,5.0
1078,611433fe484814001ca66511,Pontualidade,5.0
1079,611433fe484814001ca66511,Disciplina e educação,5.0
1080,61143280484814001ca66506,Qualidade da limpeza,5.0
1081,61143280484814001ca66506,Conduta Ética,5.0
1082,61143280484814001ca66506,Organização,5.0
1083,61143280484814001ca66506,Pontualidade,5.0
1084,61143280484814001ca66506,Disciplina e educação,5.0
1085,635b42435bd518001dffde71,Qualidade da limpeza,5.0
1086,635b42435bd518001dffde71,Conduta Ética,5.0
1087,635b42435bd518001dffde71,Organização,5.0
1088,635b42435bd518001dffde71,Pontualidade,5.0
1089,635b42435bd518001dffde71,Disciplina e educação,5.0
1090,618cec10ca16d31d2389c16b,Qualidade da limpeza,2.0
1091,618cec10ca16d31d2389c16b,Conduta Ética,1.0
1092,618cec10ca16d31d2389c16b,Organização,1.0
1093,618cec10ca16d31d2389c16b,Pontualidade,1.0
1094,618cec10ca16d31d2389c16b,Disciplina e educação,1.0
1095,62236271762aef0a75d6388b,Qualidade da limpeza,5.0
1096,62236271762aef0a75d6388b,Conduta Ética,5.0
1097,62236271762aef0a75d6388b,Organização,5.0
1098,62236271762aef0a75d6388b,Pontualidade,5.0
1099,62236271762aef0a75d6388b,Disciplina e educação,5.0
1100,620d10e7c89c390dd9e8dc54,Qualidade da limpeza,5.0
1101,620d10e7c89c390dd9e8dc54,Conduta Ética,5.0
1102,620d10e7c89c390dd9e8dc54,Organização,5.0
1103,620d10e7c89c390dd9e8dc54,Pontualidade,5.0
1104,620d10e7c89c390dd9e8dc54,Disciplina e educação,5.0
1105,61f817187633fe001d4f8369,Qualidade da limpeza,5.0
1106,61f817187633fe001d4f8369,Conduta Ética,5.0
1107,61f817187633fe001d4f8369,Organização,5.0
1108,61f817187633fe001d4f8369,Pontualidade,5.0
1109,61f817187633fe001d4f8369,Disciplina e educação,5.0
1110,638283efca6dcf001d4527b5,Qualidade da limpeza,5.0
1111,638283efca6dcf001d4527b5,Conduta Ética,5.0
1112,638283efca6dcf001d4527b5,Organização,5.0
1113,638283efca6dcf001d4527b5,Pontualidade,5.0
1114,638283efca6dcf001d4527b5,Disciplina e educação,5.0
1115,62ebfcdfa75853001de2ab3b,Qualidade da limpeza,5.0
1116,62ebfcdfa75853001de2ab3b,Conduta Ética,5.0
1117,62ebfcdfa75853001de2ab3b,Organização,5.0
1118,62ebfcdfa75853001de2ab3b,Pontualidade,5.0
1119,62ebfcdfa75853001de2ab3b,Disciplina e educação,5.0
1120,643253427c8250f2b656f8ed,Qualidade da limpeza,5.0
1121,643253427c8250f2b656f8ed,Conduta Ética,5.0
1122,643253427c8250f2b656f8ed,Organização,5.0
1123,643253427c8250f2b656f8ed,Pontualidade,5.0
1124,643253427c8250f2b656f8ed,Disciplina e educação,5.0
1125,61d5f954232bbc001d908362,Qualidade da limpeza,5.0
1126,61d5f954232bbc001d908362,Conduta Ética,5.0
1127,61d5f954232bbc001d908362,Organização,4.0
1128,61d5f954232bbc001d908362,Pontualidade,5.0
1129,61d5f954232bbc001d908362,Disciplina e educação,5.0
1130,615c4ed34070b5001d2e3943,Qualidade da limpeza,5.0
1131,615c4ed34070b5001d2e3943,Conduta Ética,5.0
1132,615c4ed34070b5001d2e3943,Organização,5.0
1133,615c4ed34070b5001d2e3943,Pontualidade,5.0
1134,615c4ed34070b5001d2e3943,Disciplina e educação,5.0
1135,6127c42a433da708fe13d2ef,Qualidade da limpeza,5.0
1136,6127c42a433da708fe13d2ef,Conduta Ética,5.0
1137,6127c42a433da708fe13d2ef,Organização,5.0
1138,6127c42a433da708fe13d2ef,Pontualidade,5.0
1139,6127c42a433da708fe13d2ef,Disciplina e educação,5.0
1140,6126ea6f433da708fe13d1a9,Qualidade da limpeza,5.0
1141,6126ea6f433da708fe13d1a9,Conduta Ética,5.0
1142,6126ea6f433da708fe13d1a9,Organização,5.0
1143,6126ea6f433da708fe13d1a9,Pontualidade,5.0
1144,6126ea6f433da708fe13d1a9,Disciplina e educação,5.0
1145,66a7d9a9e4dac2001c32663f,Qualidade da limpeza,5.0
1146,66a7d9a9e4dac2001c32663f,Conduta Ética,5.0
1147,66a7d9a9e4dac2001c32663f,Organização,5.0
1148,66a7d9a9e4dac2001c32663f,Pontualidade,5.0
1149,66a7d9a9e4dac2001c32663f,Disciplina e educação,5.0
1150,6685e4b4435308001cc79b16,Qualidade da limpeza,5.0
1151,6685e4b4435308001cc79b16,Conduta Ética,5.0
1152,6685e4b4435308001cc79b16,Organização,5.0
1153,6685e4b4435308001cc79b16,Pontualidade,5.0
1154,6685e4b4435308001cc79b16,Disciplina e educação,5.0
1155,63a08813c7fb63001d462c90,Respeito e educação,5.0
1156,63a08813c7fb63001d462c90,Valorização,5.0
1157,63a08813c7fb63001d462c90,Não atrapalhou no serviço,5.0
1158,63a08813c7fb63001d462c90,Na casa tinha produtos,5.0
1159,63a08813c7fb63001d462c90,Conduta ética,5.0
1160,639d2033fa54e47d2ce4c22b,Qualidade da limpeza,5.0
1161,639d2033fa54e47d2ce4c22b,Conduta Ética,5.0
1162,639d2033fa54e47d2ce4c22b,Organização,5.0
1163,639d2033fa54e47d2ce4c22b,Pontualidade,5.0
1164,639d2033fa54e47d2ce4c22b,Disciplina e educação,5.0
1165,630770ea84c664001dd8164a,Qualidade da limpeza,5.0
1166,630770ea84c664001dd8164a,Conduta Ética,5.0
1167,630770ea84c664001dd8164a,Organização,5.0
1168,630770ea84c664001dd8164a,Pontualidade,5.0
1169,630770ea84c664001dd8164a,Disciplina e educação,5.0
1170,612d0680addaa2001d854682,Qualidade da limpeza,5.0
1171,612d0680addaa2001d854682,Conduta Ética,5.0
1172,612d0680addaa2001d854682,Organização,5.0
1173,612d0680addaa2001d854682,Pontualidade,5.0
1174,612d0680addaa2001d854682,Disciplina e educação,5.0
1175,613a623f248e0c001d3c612e,Qualidade da limpeza,5.0
1176,613a623f248e0c001d3c612e,Conduta Ética,5.0
1177,613a623f248e0c001d3c612e,Organização,5.0
1178,613a623f248e0c001d3c612e,Pontualidade,5.0
1179,613a623f248e0c001d3c612e,Disciplina e educação,5.0
1180,6418b0d379e3a6001bf0fbd4,Qualidade da limpeza,5.0
1181,6418b0d379e3a6001bf0fbd4,Conduta Ética,5.0
1182,6418b0d379e3a6001bf0fbd4,Organização,5.0
1183,6418b0d379e3a6001bf0fbd4,Pontualidade,5.0
1184,6418b0d379e3a6001bf0fbd4,Disciplina e educação,5.0
1185,61f142485e06d9001d280e9d,Qualidade da limpeza,5.0
1186,61f142485e06d9001d280e9d,Conduta Ética,5.0
1187,61f142485e06d9001d280e9d,Organização,5.0
1188,61f142485e06d9001d280e9d,Pontualidade,5.0
1189,61f142485e06d9001d280e9d,Disciplina e educação,5.0
1190,61608db86c903e001db24fb1,Qualidade da limpeza,5.0
1191,61608db86c903e001db24fb1,Conduta Ética,5.0
1192,61608db86c903e001db24fb1,Organização,5.0
1193,61608db86c903e001db24fb1,Pontualidade,5.0
1194,61608db86c903e001db24fb1,Disciplina e educação,5.0
1195,6155b5d30bc47c001dc5c493,Qualidade da limpeza,5.0
1196,6155b5d30bc47c001dc5c493,Conduta Ética,5.0
1197,6155b5d30bc47c001dc5c493,Organização,5.0
1198,6155b5d30bc47c001dc5c493,Pontualidade,5.0
1199,6155b5d30bc47c001dc5c493,Disciplina e educação,5.0
1200,6155b0560bc47c001dc5c47c,Qualidade da limpeza,5.0
1201,6155b0560bc47c001dc5c47c,Conduta Ética,5.0
1202,6155b0560bc47c001dc5c47c,Organização,5.0
1203,6155b0560bc47c001dc5c47c,Pontualidade,5.0
1204,6155b0560bc47c001dc5c47c,Disciplina e educação,5.0
1205,6168397b23b5b4001dd08cab,Qualidade da limpeza,5.0
1206,6168397b23b5b4001dd08cab,Conduta Ética,5.0
1207,6168397b23b5b4001dd08cab,Organização,5.0
1208,6168397b23b5b4001dd08cab,Pontualidade,5.0
1209,6168397b23b5b4001dd08cab,Disciplina e educação,5.0
1210,61f0319f81247d386fc0345b,Qualidade da limpeza,5.0
1211,61f0319f81247d386fc0345b,Conduta Ética,5.0
1212,61f0319f81247d386fc0345b,Organização,5.0
1213,61f0319f81247d386fc0345b,Pontualidade,5.0
1214,61f0319f81247d386fc0345b,Disciplina e educação,5.0
1215,6145bdfc1453dd001d77dce8,Qualidade da limpeza,5.0
1216,6145bdfc1453dd001d77dce8,Conduta Ética,5.0
1217,6145bdfc1453dd001d77dce8,Organização,5.0
1218,6145bdfc1453dd001d77dce8,Pontualidade,5.0
1219,6145bdfc1453dd001d77dce8,Disciplina e educação,5.0
1220,6202b8f7972bfb001d993c04,Qualidade da limpeza,5.0
1221,6202b8f7972bfb001d993c04,Conduta Ética,5.0
1222,6202b8f7972bfb001d993c04,Organização,5.0
1223,6202b8f7972bfb001d993c04,Pontualidade,5.0
1224,6202b8f7972bfb001d993c04,Disciplina e educação,5.0
1225,613f7291d022bb001dab3307,Qualidade da limpeza,5.0
1226,613f7291d022bb001dab3307,Conduta Ética,5.0
1227,613f7291d022bb001dab3307,Organização,5.0
1228,613f7291d022bb001dab3307,Pontualidade,5.0
1229,613f7291d022bb001dab3307,Disciplina e educação,5.0
1230,61df4e005f9ed0001dc20d5e,Qualidade da limpeza,5.0
1231,61df4e005f9ed0001dc20d5e,Conduta Ética,5.0
1232,61df4e005f9ed0001dc20d5e,Organização,5.0
1233,61df4e005f9ed0001dc20d5e,Pontualidade,5.0
1234,61df4e005f9ed0001dc20d5e,Disciplina e educação,5.0
1235,643aa3ad5687af001b9e806b,Qualidade da limpeza,5.0
1236,643aa3ad5687af001b9e806b,Conduta Ética,5.0
1237,643aa3ad5687af001b9e806b,Organização,3.0
1238,643aa3ad5687af001b9e806b,Pontualidade,5.0
1239,643aa3ad5687af001b9e806b,Disciplina e educação,5.0
1240,618957885e7afa5d4d9ba693,Qualidade da limpeza,5.0
1241,618957885e7afa5d4d9ba693,Conduta Ética,5.0
1242,618957885e7afa5d4d9ba693,Organização,5.0
1243,618957885e7afa5d4d9ba693,Pontualidade,5.0
1244,618957885e7afa5d4d9ba693,Disciplina e educação,5.0
1245,63763affbb2741001df7b463,Qualidade da limpeza,5.0
1246,63763affbb2741001df7b463,Conduta Ética,5.0
1247,63763affbb2741001df7b463,Organização,5.0
1248,63763affbb2741001df7b463,Pontualidade,5.0
1249,63763affbb2741001df7b463,Disciplina e educação,5.0
1250,62348c62345c730b19f4c597,Qualidade da limpeza,5.0
1251,62348c62345c730b19f4c597,Conduta Ética,5.0
1252,62348c62345c730b19f4c597,Organização,5.0
1253,62348c62345c730b19f4c597,Pontualidade,5.0
1254,62348c62345c730b19f4c597,Disciplina e educação,5.0
1255,61eb1fa58bb2be001d39770e,Qualidade da limpeza,5.0
1256,61eb1fa58bb2be001d39770e,Conduta Ética,5.0
1257,61eb1fa58bb2be001d39770e,Organização,5.0
1258,61eb1fa58bb2be001d39770e,Pontualidade,5.0
1259,61eb1fa58bb2be001d39770e,Disciplina e educação,5.0
1260,6305233a34018b001d44e3bf,Respeito e educação,5.0
1261,6305233a34018b001d44e3bf,Valorização,5.0
1262,6305233a34018b001d44e3bf,Não atrapalhou no serviço,5.0
1263,6305233a34018b001d44e3bf,Na casa tinha produtos,5.0
1264,6305233a34018b001d44e3bf,Conduta ética,5.0
1265,61eaf647c6f72d001dd6154d,Qualidade da limpeza,5.0
1266,61eaf647c6f72d001dd6154d,Conduta Ética,5.0
1267,61eaf647c6f72d001dd6154d,Organização,5.0
1268,61eaf647c6f72d001dd6154d,Pontualidade,5.0
1269,61eaf647c6f72d001dd6154d,Disciplina e educação,5.0
1270,620658ee6cfa50001d54411f,Qualidade da limpeza,5.0
1271,620658ee6cfa50001d54411f,Conduta Ética,5.0
1272,620658ee6cfa50001d54411f,Organização,5.0
1273,620658ee6cfa50001d54411f,Pontualidade,5.0
1274,620658ee6cfa50001d54411f,Disciplina e educação,5.0
1275,615a129e8905f3001de4d8c5,Qualidade da limpeza,5.0
1276,615a129e8905f3001de4d8c5,Organização,5.0
1277,615a129e8905f3001de4d8c5,Pontualidade,5.0
1278,615a129e8905f3001de4d8c5,Disciplina e educação,5.0
1279,615cf98850e4a2001da36a83,Qualidade da limpeza,5.0
1280,615cf98850e4a2001da36a83,Conduta Ética,5.0
1281,615cf98850e4a2001da36a83,Organização,5.0
1282,615cf98850e4a2001da36a83,Pontualidade,5.0
1283,615cf98850e4a2001da36a83,Disciplina e educação,5.0
1284,6436c05c7c8250f2b69cd875,Qualidade da limpeza,5.0
1285,6436c05c7c8250f2b69cd875,Conduta Ética,5.0
1286,6436c05c7c8250f2b69cd875,Organização,5.0
1287,6436c05c7c8250f2b69cd875,Pontualidade,5.0
1288,6436c05c7c8250f2b69cd875,Disciplina e educação,5.0
1289,635434be0f3523001d4a0265,Qualidade da limpeza,5.0
1290,635434be0f3523001d4a0265,Conduta Ética,5.0
1291,635434be0f3523001d4a0265,Organização,5.0
1292,635434be0f3523001d4a0265,Pontualidade,5.0
1293,635434be0f3523001d4a0265,Disciplina e educação,5.0
1294,61713659a93db9001d659d26,Qualidade da limpeza,5.0
1295,61713659a93db9001d659d26,Conduta Ética,5.0
1296,61713659a93db9001d659d26,Organização,5.0
1297,61713659a93db9001d659d26,Pontualidade,5.0
1298,61713659a93db9001d659d26,Disciplina e educação,5.0
1299,61b0937a74026e001de1b051,Qualidade da limpeza,5.0
1300,61b0937a74026e001de1b051,Conduta Ética,5.0
1301,61b0937a74026e001de1b051,Organização,5.0
1302,61b0937a74026e001de1b051,Pontualidade,5.0
1303,61b0937a74026e001de1b051,Disciplina e educação,5.0
1304,6229665ee3129b4e2ae5efff,Qualidade da limpeza,5.0
1305,6229665ee3129b4e2ae5efff,Conduta Ética,5.0
1306,6229665ee3129b4e2ae5efff,Organização,5.0
1307,6229665ee3129b4e2ae5efff,Pontualidade,5.0
1308,6229665ee3129b4e2ae5efff,Disciplina e educação,5.0
1309,62163b5d4861ef001dd233be,Qualidade da limpeza,5.0
1310,62163b5d4861ef001dd233be,Conduta Ética,5.0
1311,62163b5d4861ef001dd233be,Organização,5.0
1312,62163b5d4861ef001dd233be,Pontualidade,5.0
1313,62163b5d4861ef001dd233be,Disciplina e educação,5.0
1314,63447fcaa12058001dc72f54,Qualidade da limpeza,5.0
1315,63447fcaa12058001dc72f54,Conduta Ética,5.0
1316,63447fcaa12058001dc72f54,Organização,5.0
1317,63447fcaa12058001dc72f54,Pontualidade,5.0
1318,63447fcaa12058001dc72f54,Disciplina e educação,5.0
1319,66c214f26dff84001c3cb472,Qualidade da limpeza,5.0
1320,66c214f26dff84001c3cb472,Conduta Ética,5.0
1321,66c214f26dff84001c3cb472,Organização,5.0
1322,66c214f26dff84001c3cb472,Pontualidade,5.0
1323,66c214f26dff84001c3cb472,Disciplina e educação,5.0
1324,641f9228b2c1236d8b60d242,Qualidade da limpeza,5.0
1325,641f9228b2c1236d8b60d242,Conduta Ética,5.0
1326,641f9228b2c1236d8b60d242,Organização,5.0
1327,641f9228b2c1236d8b60d242,Pontualidade,5.0
1328,641f9228b2c1236d8b60d242,Disciplina e educação,5.0
1329,61b92624618ae5001da9be00,Qualidade da limpeza,5.0
1330,61b92624618ae5001da9be00,Conduta Ética,5.0
1331,61b92624618ae5001da9be00,Organização,5.0
1332,61b92624618ae5001da9be00,Pontualidade,5.0
1333,61b92624618ae5001da9be00,Disciplina e educação,5.0
1334,616a03365ebd61001dcf9c3a,Qualidade da limpeza,5.0
1335,616a03365ebd61001dcf9c3a,Conduta Ética,5.0
1336,616a03365ebd61001dcf9c3a,Organização,5.0
1337,616a03365ebd61001dcf9c3a,Pontualidade,5.0
1338,616a03365ebd61001dcf9c3a,Disciplina e educação,5.0
1339,63cf0e37711f3b2dd68151ac,Qualidade da limpeza,5.0
1340,63cf0e37711f3b2dd68151ac,Conduta Ética,5.0
1341,63cf0e37711f3b2dd68151ac,Organização,5.0
1342,63cf0e37711f3b2dd68151ac,Pontualidade,5.0
1343,63cf0e37711f3b2dd68151ac,Disciplina e educação,5.0
1344,6397bffb38d82f001db94edd,Qualidade da limpeza,5.0
1345,6397bffb38d82f001db94edd,Conduta Ética,5.0
1346,6397bffb38d82f001db94edd,Organização,5.0
1347,6397bffb38d82f001db94edd,Pontualidade,5.0
1348,6397bffb38d82f001db94edd,Disciplina e educação,5.0
1349,638f6e7841734b001d88209b,Qualidade da limpeza,5.0
1350,638f6e7841734b001d88209b,Conduta Ética,5.0
1351,638f6e7841734b001d88209b,Organização,5.0
1352,638f6e7841734b001d88209b,Pontualidade,5.0
1353,638f6e7841734b001d88209b,Disciplina e educação,5.0
1354,62e1b17255ab09001d2b5f7d,Qualidade da limpeza,5.0
1355,62e1b17255ab09001d2b5f7d,Conduta Ética,5.0
1356,62e1b17255ab09001d2b5f7d,Organização,5.0
1357,62e1b17255ab09001d2b5f7d,Pontualidade,5.0
1358,62e1b17255ab09001d2b5f7d,Disciplina e educação,5.0
1359,61705dbfcfe0871291937501,Qualidade da limpeza,5.0
1360,61705dbfcfe0871291937501,Conduta Ética,5.0
1361,61705dbfcfe0871291937501,Organização,5.0
1362,61705dbfcfe0871291937501,Pontualidade,5.0
1363,61705dbfcfe0871291937501,Disciplina e educação,5.0
1364,61ae7d3fe36dca001d3b29da,Qualidade da limpeza,5.0
1365,61ae7d3fe36dca001d3b29da,Conduta Ética,5.0
1366,61ae7d3fe36dca001d3b29da,Organização,5.0
1367,61ae7d3fe36dca001d3b29da,Pontualidade,5.0
1368,61ae7d3fe36dca001d3b29da,Disciplina e educação,5.0
1369,61db2736f0b7a4001d54816a,Qualidade da limpeza,5.0
1370,61db2736f0b7a4001d54816a,Conduta Ética,5.0
1371,61db2736f0b7a4001d54816a,Organização,5.0
1372,61db2736f0b7a4001d54816a,Pontualidade,5.0
1373,61db2736f0b7a4001d54816a,Disciplina e educação,5.0
1374,61d3b178ca373d001d50739a,Qualidade da limpeza,5.0
1375,61d3b178ca373d001d50739a,Conduta Ética,5.0
1376,61d3b178ca373d001d50739a,Organização,5.0
1377,61d3b178ca373d001d50739a,Pontualidade,5.0
1378,61d3b178ca373d001d50739a,Disciplina e educação,5.0
1379,6181f8bf24822e001deadb08,Qualidade da limpeza,5.0
1380,6181f8bf24822e001deadb08,Conduta Ética,5.0
1381,6181f8bf24822e001deadb08,Organização,5.0
1382,6181f8bf24822e001deadb08,Pontualidade,5.0
1383,6181f8bf24822e001deadb08,Disciplina e educação,5.0
1384,620160a0109567001d52681c,Qualidade da limpeza,5.0
1385,620160a0109567001d52681c,Conduta Ética,5.0
1386,620160a0109567001d52681c,Organização,5.0
1387,620160a0109567001d52681c,Pontualidade,5.0
1388,620160a0109567001d52681c,Disciplina e educação,5.0
1389,65bbb615df259d0023be6fc9,Qualidade da limpeza,5.0
1390,65bbb615df259d0023be6fc9,Conduta Ética,5.0
1391,65bbb615df259d0023be6fc9,Organização,5.0
1392,65bbb615df259d0023be6fc9,Pontualidade,5.0
1393,65bbb615df259d0023be6fc9,Disciplina e educação,5.0
